	BLOCKID10	First_POI	Second_POI	Third_POI	Fourth_POI	Fifth_POI	ARPCIncome	ARPerHEdu	ARPerWork	ARPerRMI5L	ARPer3MU	ARPopDen	ARPerAA	ARHeteInx	ARPerM1724	ARPerHOwn	ARPerSF	NIBRSclass	Place2	Report_Dat	Street_Nam
1141	371190005003012	BRODER BROS (A CORP)	EAGLE ELECTRIC MFG CO INC	FERGUSON ENTERPRISES INC	INTERNATIONAL PAPER CO INC	RYDER INTEGRATED LOGISTICS	inc-11/15	edu-14/15	empl-10/15	lt5y-10/15	3mu-9/12	popden-15/15	afro-5/13	hetero-8/14	youngm-6/14	own-10/15	sinpar-2/15	All Other Offenses	Mobile Home/Houseboat	12-2x	VICTORIA
76	371190008001015	MC ADEN PARK	FRIENDLY STORE #2	RAY OF HOPE RECREATION CTR	ST PAUL CHILD DEVELOPMENT CENTER	SALVATION ARMY BOYS & GIRLS	inc-3/15	edu-10/15	empl-3/15	lt5y-11/15	3mu-5/12	popden-9/15	afro-9/13	hetero-7/14	youngm-3/14	own-7/15	sinpar-6/15	All Other Offenses	Private Residence	01-2x	SEIGLE
968	371190001001019	PRESBYTERIAN HOMECARE-HOSPICE	TECHNIKONE	THOMAS C PORTER LAW OFFICES PA	LITTLE ROCK AME ZION CHURCH	CARNEGIE & MILLER PA	inc-15/15	edu-1/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-12/15	afro-6/13	hetero-12/14	youngm-13/14	own-12/15	sinpar-6/15	All Other Offenses	Street/Highway	10-2x	7TH
224	371190013001004	SLC SERVICES INC	FIRST FOUNDATION CLINIC OF THE CAR-	CAROLINA TELCO FEDERAL CREDIT UNION	EL REY DEL POLLO INC	STATION OPERATION INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	All Other Offenses	Street/Highway	03-1x	CENTRAL
1045	371190015043000	UNITED CHECK CASHING CO	CHARLOTTE POLICE DEPT	BFS RETAIL OPERATIONS LLC	FIRESTONE TIRE & AUTO CTR	COOKOUT	inc-3/15	edu-9/15	empl-3/15	lt5y-11/15	3mu-8/12	popden-8/15	afro-5/13	hetero-14/14	youngm-9/14	own-11/15	sinpar-8/15	All Other Offenses	Other - Commercial Place	11-2x	N SHARON AMITY
684	371190010002010	SCOTT MILLER PLUMBING INC	CITI ARTS ART & URBAN PLANNING	THE URBAN FARMER INC	BOTTOM LINE INC	DIAZ AUTO PAINTING & BODY SHOP	inc-14/15	edu-12/15	empl-13/15	lt5y-4/15	3mu-4/12	popden-14/15	afro-7/13	hetero-12/14	youngm-2/14	own-4/15	sinpar-4/15	All Other Offenses	Private Residence	07-2x	FULTON
686	371190026001000	EARL J EPPS JR MD PA	MICHAEL L STOUT DDS	METROLINA INTERNAL MEDICINE PA	JERRY A JONES MD PA	PROCARE PHARMACY LLC	inc-12/15	edu-12/15	empl-4/15	lt5y-11/15	3mu-9/12	popden-7/15	afro-1/13	hetero-8/14	youngm-9/14	own-11/15	sinpar-1/15	All Other Offenses	Private Residence	07-2x	TORRENCE
888	371190019121006	WOODSCAPE RENTALS INC	FOREST HILLS APARTMENTS	TAYLOR'S BARBER SHOP	Q A FOOD STORES INC	PARADISE GARDEN RESTAURANT	inc-5/15	edu-4/15	empl-4/15	lt5y-7/15	3mu-10/12	popden-15/15	afro-5/13	hetero-14/14	youngm-10/14	own-1/15	sinpar-7/15	All Other Offenses	Private Residence	10-0x	FARM POND
765	371190005002004	COUNCIL FOR CHILDREN INC	CONSUMER CREDIT COUNSELING SVC	YOUTH HOMES INC	CHILDREN'S LAW CENTER INC	COMMUNITIES IN SCHOOLS	inc-13/15	edu-14/15	empl-14/15	lt5y-14/15	3mu-12/12	popden-15/15	afro-6/13	hetero-12/14	youngm-12/14	own-1/15	sinpar-5/15	All Other Offenses	Government Building	08-2x	5TH
840	371190053011012	MV CONTRACT TRANSPORTATION INC	COMMERCIAL SERVICE CTR	CARTECH INC	S & R AUTO & TRUCK SALVAGE, INC.	VECTOR ELECTRIC CO	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-1/15	afro-9/13	hetero-9/14	youngm-12/14	own-5/15	sinpar-9/15	All Other Offenses	Other - Commercial Place	09-1x	CRAIGHEAD
909	371190030161000	ALLTEL COMMUNICATIONS LLC	SUBWAY SANDWICHES & SALADS	WAL-MART STORES INC	walmart	BARNES & NOBLE BOOKSELLERS	inc-11/15	edu-11/15	empl-7/15	lt5y-13/15	3mu-10/12	popden-10/15	afro-4/13	hetero-11/14	youngm-6/14	own-2/15	sinpar-6/15	All Other Offenses	Department Store	10-1x	PINEVILLE-MATTHEWS
1130	371190015043000	WENDYS OLD FASHIONED HAMBURGERS	ROPER ELECTRIC CO	AMITY PRESBYTERIAN CHURCH	AMITY PRESBYTERIAN PRE-SCHOOL	JOHN T WALSH DDS PA	inc-3/15	edu-9/15	empl-3/15	lt5y-11/15	3mu-8/12	popden-8/15	afro-5/13	hetero-14/14	youngm-9/14	own-11/15	sinpar-8/15	All Other Offenses	Street/Highway	12-2x	SHARON AMITY
205	371190053011012	GRIER'S CHILD CARE DEVELOPMENT	EDEN MART	CEDAR GREENE APARTMENTS	W C MCCLURE & CO	VILLAGE OF ROSEDALE APARTMENTS	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-1/15	afro-9/13	hetero-9/14	youngm-12/14	own-4/15	sinpar-9/15	All Other Offenses	Private Residence	03-0x	DRURY
140	371190047001015	GLI FOOD SVC	CAROLINA COACH CO	GREYHOUND LINES INC.	KOHAN GROUP	EMPLOYMENT SECURITY COMM	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	All Other Offenses	Air/Bus/Train Terminal	02-1x	TRADE
190	371190014001006	YMCA OF GREATER CHARLOTTE	JOHNSON BRANCH YMCA	SEIGLE AVENUE PRESCHOOL	HIGHLAND MILL RESIDENTIAL LLC	MARK WILLIAMS APPAREL SALES	inc-10/15	edu-4/15	empl-9/15	lt5y-5/15	3mu-8/12	popden-15/15	afro-1/13	hetero-10/14	youngm-2/14	own-10/15	sinpar-2/15	All Other Offenses	Street/Highway	03-0x	DAVIDSON
1043	371190042002002	NAZARETH OUTREACH BAPTIST CHR	SAINTS WELDING SVC	WEE CARE CHRISTIAN DAY CARE	ENDERLY PARK RECREATION CTR	CHARLOTTE COMFORT SYSTEMS INC	inc-1/15	edu-13/15	empl-4/15	lt5y-14/15	3mu-3/12	popden-12/15	afro-13/13	hetero-9/14	youngm-12/14	own-9/15	sinpar-13/15	All Other Offenses	Private Residence	11-2x	PARKWAY
340	371190031022005	BEACON HILL	DEVON SELF STORAGE	COMPUTER CLINIC	WASHLAND COIN LAUNDRY	RENT-A-CENTER	inc-10/15	edu-3/15	empl-10/15	lt5y-5/15	3mu-2/12	popden-6/15	afro-1/13	hetero-1/14	youngm-8/14	own-10/15	sinpar-3/15	All Other Offenses	Private Residence	04-1x	BEACON RIDGE
109	371190044002003	ALTERNATIVE TRANSPORTING	FREEMAN COMPANY INC	AT COST OUTDOOR LIGHTING	JOURNEY LIMOUSINE SVC	COCA COLA BOTTLING COMPANY	inc-6/15	edu-14/15	empl-7/15	lt5y-4/15	3mu-1/12	popden-2/15	afro-13/13	hetero-5/14	youngm-3/14	own-15/15	sinpar-15/15	All Other Offenses	Apartment/Duplex Private Res	02-0x	CRANDON
732	371190015042007	DE VERA SMITH & ASSOC MOBILE	LUCORJA LLC	CORNERSTONE TOWNHOMES	CARIBBEAN PAINTING CO	GET-A-WAY CRUISES & TOURS	inc-7/15	edu-5/15	empl-9/15	lt5y-2/15	3mu-3/12	popden-9/15	afro-9/13	hetero-9/14	youngm-6/14	own-5/15	sinpar-14/15	All Other Offenses	Other - Residential	08-1x	KERRY
1106	371190024003002	MERCY HOSPITAL M7423	CAROLINAS SPECIALTY HOSPITAL	CAROLINA MED CENTER - MERCY	SOUTHEAST ANESTHESIOLOGY CONSULTANT	INSTANT HR SOLUTIONS INC	inc-15/15	edu-3/15	empl-11/15	lt5y-2/15	3mu-3/12	popden-2/15	afro-1/13	hetero-12/14	youngm-2/14	own-5/15	sinpar-2/15	All Other Offenses	Hospital/Medical Facility	12-1x	VAIL
229	371190014002032	CROWN SEAL & STRIPE	HIGHLAND HILL MONTESSORI	NEW LIFE THEOLOGICAL SEMINARY	SOUTHSIDE SEAFOOD & GROCERY	ALLEN DESIGN ASSOCIATES INC	inc-11/15	edu-11/15	empl-11/15	lt5y-4/15	3mu-6/12	popden-7/15	afro-1/13	hetero-7/14	youngm-10/14	own-8/15	sinpar-2/15	All Other Offenses	Private Residence	03-1x	CHARLES
1109	371190031032008	LEARNING COMMUNITY SOUTH	PINEWOOD ELEMENTARY	LAKESIDE LIFT SVC	CAROLINAS CONSTRUCITON SOLUTIONS	MADISON PARK COMMUNITY CHURCH	inc-11/15	edu-2/15	empl-14/15	lt5y-6/15	3mu-4/12	popden-5/15	afro-1/13	hetero-5/14	youngm-4/14	own-11/15	sinpar-12/15	All Other Offenses	Private Residence	12-1x	SENECA
1089	371190048003000	NEW DIRECTIONS TRAVEL	MACEDONIA BAPTIST RECREATION	ROBIN WEBBER REALTY	NEW SAINT JOHN BAPTIST CHURCH	MACEDONIA BAPTIST CHURCH	inc-9/15	edu-9/15	empl-13/15	lt5y-7/15	3mu-3/12	popden-11/15	afro-9/13	hetero-1/14	youngm-11/14	own-5/15	sinpar-15/15	All Other Offenses	Street/Highway	12-0x	NEWCASTLE
1030	371190053011024	COTTMAN TRANSMISSIONS	TRYON MALL CLEANING CTR	TRYON MALL CLEANING CENTER	BRADCO SUPPLY CORP	CONTECH CONSTRUCTION PRODUCTS INC	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-3/15	afro-9/13	hetero-8/14	youngm-4/14	own-5/15	sinpar-12/15	All Other Offenses	Office	11-1x	RALEIGH
863	371190047001015	TRADE CENTER OFFICE	BANK OF AMERICA NATIONAL ASSOCIATIO	BURGER KING	BOJANGLES	ALLIEDBARTON NC LLC	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	All Other Offenses	Park and Ride Facility	09-2x	TRADE
546	371190013001013	360 HAIR SALON	ANN'S BEAUTY SALON	ROYAL STOP TEXACO	METHODIST HOME RECREATION CTR	MIDTOWN FOODMART	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-9/15	afro-4/13	hetero-8/14	youngm-3/14	own-9/15	sinpar-3/15	All Other Offenses	Street/Highway	06-1x	SHAMROCK
174	371190030121006	QUAIL HOLLOW MIDDLE SCHOOL	FRED H STUBBLEFIELD JR	QUAIL HOLLOW PRESBYTERIAN CHR	QUAIL HOLLOW PRESBYTERIAN SCHL	MOVING DETAILS INC	inc-15/15	edu-4/15	empl-4/15	lt5y-5/15	3mu-7/12	popden-3/15	afro-1/13	hetero-2/14	youngm-1/14	own-7/15	sinpar-1/15	All Other Offenses	School - Primary or Secondary	03-0x	SMITHFIELD CHURCH
864	371190029032010	ANNA L STANLEY	DR MARTIN D BARRINGER	FOXCROFT HILLS SWIM CLUB INC	AMY S AUGUSTINE	ROBERT F BUCKFELDER	inc-15/15	edu-7/15	empl-2/15	lt5y-1/15	3mu-1/12	popden-6/15	afro-1/13	hetero-3/14	youngm-5/14	own-15/15	sinpar-15/15	All Other Offenses	Street/Highway	09-2x	SEDLEY
380	371190023002001	TAYLORED VIDEO SVC	SOUNDPOST PRODUCTIONS LLC	PUREPAY	BANISTER HOMES INC	WENDOVER GLEN APARTMENTS	inc-1/15	edu-13/15	empl-1/15	lt5y-12/15	3mu-10/12	popden-14/15	afro-10/13	hetero-2/14	youngm-4/14	own-3/15	sinpar-15/15	All Other Offenses	Apartment/Duplex Private Res	04-2x	WENDOVER
1068	371190044002008	SOUTHEAST AIR CONTROL INC	CAROLINA TRANSFER & STORAGE	PEOPLES SERVICES INC	TOP TEX SOUTH INC	ESSROC CEMENT CORP.	inc-6/15	edu-14/15	empl-7/15	lt5y-4/15	3mu-1/12	popden-6/15	afro-13/13	hetero-5/14	youngm-3/14	own-15/15	sinpar-15/15	All Other Offenses	Auto Parts/Service Center	11-2x	CHESAPEAKE
395	371190040001010	SPAUGH MIDDLE SCHOOL	DLP DRYWALL	LITTLE DEBBIE CHILD DEVELOPMENT CTR	WEYLAND APARTMENTS	LAURANCE REALTY ASSOCIATES LLC	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-7/15	afro-10/13	hetero-6/14	youngm-6/14	own-3/15	sinpar-13/15	All Other Offenses	School - Primary or Secondary	04-2x	HERBERT SPAUGH
721	371190019122002	FOOD LION	A C CLEANING	TURFCARE INC	KIM & COMPANY TTS INC	CAMERON AT HICKORY GROVE	inc-9/15	edu-6/15	empl-13/15	lt5y-11/15	3mu-10/12	popden-15/15	afro-7/13	hetero-12/14	youngm-7/14	own-12/15	sinpar-9/15	All Other Offenses	Apartment/Duplex Private Res	08-0x	KEYWAY
740	371190030161000	PROVIDENCE HIGH SCHOOL	CHRISTOPHER CHARLES KUPEC	LEGACY ARBORETUM	SHAKLEE DISTRIBUTOR	PROVIDENCE COURT	inc-11/15	edu-11/15	empl-7/15	lt5y-13/15	3mu-10/12	popden-10/15	afro-4/13	hetero-11/14	youngm-6/14	own-2/15	sinpar-6/15	All Other Offenses	School - Primary or Secondary	08-1x	PINEVILLE-MATTHEWS
815	371190009001001	WALL STREET GROUP	BULLSEYE INNOVATIONS	GARDNER'S VENDING	N SHAPE WITH N LLC	MILLENNIUM BEVERAGE	inc-7/15	edu-7/15	empl-9/15	lt5y-9/15	3mu-1/12	popden-8/15	afro-9/13	hetero-7/14	youngm-5/14	own-5/15	sinpar-9/15	All Other Offenses	Common Area of Multi-Family Dwelling	09-1x	WOODSIDE
58	371190052003006	B & K DEVELOPMENT INC	TOP PRICE RECYCLING CENTER INC	FAMILY SUPPORT	AUTO READY INC	BODYMASTER	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	All Other Offenses	Other - Commercial Place	01-1x	28TH
261	371190040001000	SUH ENTERPRISES INC FREEDOM CLEANER	NICKY'S KITCHEN	CONNIE'S BEAUTY SUPPLY	FAMILY DOLLAR STORE	AUTOZONE INC	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-6/15	sinpar-13/15	All Other Offenses	Private Residence	03-2x	CAMP GREENE
809	371190058122000	CUSTOM COATINGS OF CHARLOTTE	CAROLINA VOLKSWAGEN	AUDI OF CHARLOTTE LLC	RIFLE BASIX INC	EAST CHARLOTTE NISSAN	inc-11/15	edu-10/15	empl-11/15	lt5y-15/15	3mu-12/12	popden-2/15	afro-1/13	hetero-13/14	youngm-14/14	own-2/15	sinpar-2/15	All Other Offenses	Apartment/Duplex Private Res	09-0x	CAUSEWAY
520	371190019122002	FOOD LION	A C CLEANING	FAMILY DOLLAR STORE	WEBTAX	PIZZA & MORE	inc-9/15	edu-6/15	empl-13/15	lt5y-11/15	3mu-10/12	popden-15/15	afro-7/13	hetero-12/14	youngm-7/14	own-12/15	sinpar-9/15	All Other Offenses	Apartment/Duplex Private Res	06-0x	KEYWAY
970	371190038023020	SOUTHEAST HOTEL MANAGEMENT INC	NORTH & SOUTH INSURANCE	IHOP	HARRIS REALTY	GLORY CLEANING SERVICE INC	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-6/15	afro-7/13	hetero-10/14	youngm-8/14	own-5/15	sinpar-6/15	All Other Offenses	Other - Commercial Place	10-2x	WOODLAWN
937	371190058172010	SODEXHO SERVICE	AXA ADVISORS	THE EQUITABLE LIFE ASSURANCE	TAYLOR & TURNER FINANCIAL GROUP LLC	CHARLES EDWARD ALLEN	inc-12/15	edu-6/15	empl-10/15	lt5y-1/15	3mu-2/12	popden-15/15	afro-3/13	hetero-5/14	youngm-2/14	own-6/15	sinpar-7/15	All Other Offenses	Office	10-2x	BALLANTYNE COMMONS
745	371190031061016	PATCH GROUP NC	ZACK DICKSON SERVICES INC	CAPITAL TEXTILE INC	RUEDIGER FLOORING INC	CHARLOTTE TENNIS	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-9/15	afro-4/13	hetero-14/14	youngm-7/14	own-9/15	sinpar-4/15	All Other Offenses	Private Residence	08-1x	EDGEWATER
702	371190028002001	SHIREY EQUIPMENT CO	GALLAGHER SYSTEMS GROUP INC	REZA LIMOUSINE	ALPHA THEORY	DISHA INC	inc-14/15	edu-8/15	empl-4/15	lt5y-2/15	3mu-2/12	popden-10/15	afro-1/13	hetero-2/14	youngm-2/14	own-12/15	sinpar-2/15	All Other Offenses	Private Residence	08-0x	BEVERLY
149	371190031061001	YOUNG WOMENS CHRISTIAN ASSOC	CHARLOTTE TENNIS	CAROLINA PLASTIC CO	MINH HONG	ARCHDALE CHURCH OF CHRIST	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-5/15	afro-1/13	hetero-7/14	youngm-2/14	own-12/15	sinpar-9/15	All Other Offenses	Public Housing Private	02-2x	LEAFCREST
411	371190054011002	hotels	SLEEP INN	IVY HOLLOW APARTMENTS	WAFFLE HOUSE	SUPER 8 MOTEL	inc-9/15	edu-12/15	empl-12/15	lt5y-7/15	3mu-7/12	popden-6/15	afro-8/13	hetero-11/14	youngm-9/14	own-3/15	sinpar-12/15	All Other Offenses	Private Residence	05-0x	TANAGER PARK
1070	371190054011029	MADISON SAINTS PARADISE SOUTH LLC	IF ENGINEERING CO	MECKLENBURG CO ALCOHOLIC CONTROL	hotels	SHEAR DIMENSIONS	inc-9/15	edu-12/15	empl-12/15	lt5y-7/15	3mu-7/12	popden-7/15	afro-9/13	hetero-8/14	youngm-11/14	own-3/15	sinpar-14/15	All Other Offenses	Church/Synagogue/Temple	12-0x	BISHOP MADISON
1029	371190024003004	MED'S DIRECT	THE ERIC HARRIS AGENCY	EDJONES GROUP	STATE AUTO PROPERTY AND CASUALTY IN	REALTY VALUATION GROUP INC	inc-15/15	edu-3/15	empl-11/15	lt5y-2/15	3mu-3/12	popden-1/15	afro-1/13	hetero-6/14	youngm-1/14	own-5/15	sinpar-2/15	All Other Offenses	Apartment/Duplex Private Res	11-1x	RANDOLPH
20	371190052003006	B & K DEVELOPMENT INC	TOP PRICE RECYCLING CENTER INC	FAMILY SUPPORT	AUTO READY INC	BODYMASTER	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	All Other Offenses	Other - Commercial Place	01-0x	28TH
450	371190046002001	SECOND WARD ALUMNI HOUSE	LE-CHIC HAIR DESIGNS	GREAT THINGS	PEOPLES CLEANERS	PHYSICAL FACILITIES	inc-3/15	edu-14/15	empl-1/15	lt5y-10/15	3mu-4/12	popden-11/15	afro-10/13	hetero-5/14	youngm-10/14	own-4/15	sinpar-15/15	All Other Offenses	Street/Highway	05-1x	HILDEBRAND
210	371190030121006	SMITHFIELD ELEMENTARY	NANCY P HERSHEY	PEACEFUL PONDS	TOSHIBA TUNGALOY AMERICA INC	SOUTHMINISTER INC	inc-15/15	edu-4/15	empl-4/15	lt5y-5/15	3mu-7/12	popden-3/15	afro-1/13	hetero-2/14	youngm-1/14	own-7/15	sinpar-1/15	All Other Offenses	School - Primary or Secondary	03-1x	SMITHFIELD CHURCH
259	371190020022001	FRIENDLY COMPUTERS CHARLOTTE INC	KINKOS INC   # 0746	SALSA'S MEXICAN RESTAURANT	WINGZONE	AIELLO ENTERPRISES INC	inc-13/15	edu-8/15	empl-12/15	lt5y-1/15	3mu-2/12	popden-2/15	afro-2/13	hetero-4/14	youngm-3/14	own-13/15	sinpar-1/15	All Other Offenses	Other - Commercial Place	03-2x	SARDIS
652	371190029043001	MANUS ACADEMY	METRO CONSTRUCTION CO	R S BYRNES ASSOCIATES INC	FIRST UNITED REALTY	ADAIR & ASSOC	inc-13/15	edu-8/15	empl-11/15	lt5y-4/15	3mu-8/12	popden-9/15	afro-1/13	hetero-2/14	youngm-1/14	own-13/15	sinpar-3/15	All Other Offenses	Public Park/Playground	07-1x	CARMEL
928	371190016032006	QUEEN CITY APOSTOLIC CHURCH	AAA MASONRY	SHARON MANOR HOMES INC	STEP BY STEP HOME DAYCARE	CHURCH OF CHRIST	inc-9/15	edu-6/15	empl-8/15	lt5y-5/15	3mu-3/12	popden-1/15	afro-3/13	hetero-9/14	youngm-2/14	own-3/15	sinpar-5/15	All Other Offenses	Private Residence	10-1x	ABBEYDALE
425	371190007001034	BELMONT WIPING CLOTH COMPANY INC	ALPHA CANVAS & AWNING CO INC	DONNA'S HAIR GALLERY	THE EXECUTIVE BUILDING COMPANY	HIGHLAND MILLS INCORPORATED	inc-10/15	edu-2/15	empl-7/15	lt5y-5/15	3mu-10/12	popden-9/15	afro-5/13	hetero-12/14	youngm-12/14	own-5/15	sinpar-3/15	All Other Offenses	Factory/Warehouse	05-0x	BELMONT
348	371190052003006	B & K DEVELOPMENT INC	TOP PRICE RECYCLING CENTER INC	FAMILY SUPPORT	AUTO READY INC	BODYMASTER	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	All Other Offenses	Other - Commercial Place	04-1x	28TH
226	371190040004025	PRIME SIRLOIN	LAQUINTA INN	hotels	hotels	AMERICAS BEST VALUE INN	inc-7/15	edu-13/15	empl-5/15	lt5y-4/15	3mu-3/12	popden-1/15	afro-12/13	hetero-2/14	youngm-5/14	own-15/15	sinpar-15/15	All Other Offenses	Street/Highway	03-1x	MULBERRY CHURCH
365	371190056052007	FIRST UNIVERSITY PROPERTIES	CHARLOTTE ROBINSDALE	VERSION SEVENTY ONE	NOVA REALTY INC	SANDBURG GROUP HOME	inc-10/15	edu-14/15	empl-14/15	lt5y-14/15	3mu-11/12	popden-15/15	afro-5/13	hetero-12/14	youngm-14/14	own-13/15	sinpar-3/15	All Other Offenses	Private Residence	04-1x	SANDBURG
359	371190030061007	AMERIFIRST HOMES	WHITTAKER DENNIS J, PHD	K2M INC	JOHN BARNWELL ANDERSON	CASTLEWELL, INC.	inc-13/15	edu-4/15	empl-8/15	lt5y-1/15	3mu-3/12	popden-7/15	afro-2/13	hetero-1/14	youngm-1/14	own-15/15	sinpar-1/15	All Other Offenses	Other - Residential	04-1x	CUTCHIN
916	371190013001004	BURNS ELECTRONIC SECURITY SVC	WESTOVER CLEANERS	HAPPY BOX ARCHITECTURE	LIQUID DESIGN PC (A CORP)	WEDDINGS BY DARLENE	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	All Other Offenses	Other - Commercial Place	10-1x	CENTRAL
366	371190056051003	JINSOL CONSTRUCTION INC	OAK POINTE APARTMENTS	CHILDCARE NETWORK INC	DICAR	1ST MARINER BANK	inc-10/15	edu-15/15	empl-9/15	lt5y-11/15	3mu-10/12	popden-2/15	afro-5/13	hetero-6/14	youngm-3/14	own-6/15	sinpar-2/15	All Other Offenses	Apartment/Duplex Private Res	04-1x	PACES OAKS
875	371190040004001	IFCO SYSTEMS	CAROLINA MOBILITY SALES LLC	A-1 ADAPTIVE EQUIPMENT CO	THE WOODSHED LOUNGE	MARTIN SPROCKET & GEAR INC	inc-7/15	edu-13/15	empl-5/15	lt5y-4/15	3mu-3/12	popden-1/15	afro-13/13	hetero-2/14	youngm-9/14	own-15/15	sinpar-15/15	All Other Offenses	Other - Commercial Place	09-2x	SCOTT FUTRELL
773	371190013001004	TRINITY COMMUNITY APARTMENTS	BRIAR CREEK RD BAPTIST CHILD	BRIAR CREEK ROAD BAPTIST CHR	CHATEAU APARTMENTS	MARSH ASSOCIATES INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	All Other Offenses	Apartment/Duplex Private Res	08-2x	CENTRAL
560	371190006002032	HOWARD'S CAMERAS INC	FOLLETT COLLEGE STORES  CORP.	CPCC MUSIC DEPARTMENT	SOUTHEAST SERVICE CORP	CENTRAL PIEDMONT COMMUNITY COLLEGE	inc-11/15	edu-10/15	empl-14/15	lt5y-12/15	3mu-12/12	popden-15/15	afro-11/13	hetero-5/14	youngm-10/14	own-1/15	sinpar-1/15	All Other Offenses	School - College or University	06-2x	ELIZABETH
197	371190020034006	HAYNES MARIANNE M	GENERAL ACCIDENT INSURANCE COMPANY	BROWING PAINTING AND RESTORATION	SATISFIED MIND	A P AUDIT INC	inc-12/15	edu-14/15	empl-6/15	lt5y-1/15	3mu-1/12	popden-2/15	afro-2/13	hetero-8/14	youngm-4/14	own-15/15	sinpar-14/15	All Other Offenses	Private Residence	03-0x	TARA
796	371190041004008	PARKER HEIGHTS COMMUNITY CTR	PARKER HEIGHTS APARTMENTS	BARNES TOWING	SWEDISH GARAGE INC	CAROLINA CLUTCH INC	inc-5/15	edu-2/15	empl-8/15	lt5y-9/15	3mu-2/12	popden-2/15	afro-13/13	hetero-5/14	youngm-7/14	own-4/15	sinpar-10/15	All Other Offenses	Private Residence	09-0x	REMOUNT
470	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	All Other Offenses	Private Residence	05-2x	TRADE
491	371190040001000	KINGS MART INC	REEDS PLUMBING CO INC	SPIRIT OF THE LIVING GOD	AROUND THE CLOCK CHILD LRNG	ZEBERINA CORP	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-6/15	sinpar-13/15	All Other Offenses	Street/Highway	05-2x	CAMP GREENE
0	371190013001004	AGAINST DAGRAIN	CLARK'S ANTIQUES-REPRODUCTIONS	SADU BODY PIERCING	NOVAS BAKERY	NO GREASE	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Statutory Rape	Beauty Salon/Barber Shop	01-0x	CENTRAL
1	371190053011000	AMERICAS BEST VALUE INN	SLAYTON COMPUTERS	MCDONALDS	hotels	BENCHMARK DENTAL LABRATORIES	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-14/15	afro-7/13	hetero-13/14	youngm-11/14	own-5/15	sinpar-12/15	Statutory Rape	Hotel/Motel	02-1x	REAGAN
2	371190019121006	SUMMIT RIDGE APARTMENTS	ADVENIR AT CASA BELLA	ADO FLOORS	AURIUM RESEARCH USA	WOODLANDS	inc-5/15	edu-4/15	empl-4/15	lt5y-7/15	3mu-10/12	popden-15/15	afro-5/13	hetero-14/14	youngm-10/14	own-1/15	sinpar-7/15	Statutory Rape	Apartment/Duplex Private Res	04-1x	FARM POND
